"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SE.SEC.TCAQ.LO.FE.ZS","Enseignants qualifiés dans le 1er cycle du secondaire, femmes (% de la population enseignante féminine)","Trained teachers in lower secondary education are the percentage of lower secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.","Institut de statistique de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.SEC.PROG.FE.ZS","Accession à l’enseignement secondaire, filles (%)","Progression to secondary school refers to the number of new entrants to the first grade of secondary school in a given year as a percentage of the number of students enrolled in the final grade of primary school in the previous year (minus the number of repeaters from the last grade of primary education in the given year).","Source : Institut des statistiques de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.SEC.NENR","Inscriptions à l’école, secondaire (% net)","Taux nets ajustés de scolarisation. Secondaire. Tous les programmes. Le total correspond au taux d’enfants en âge de suivre une éducation secondaire officielle qui sont inscrits à l’école par rapport à la population d’âge correspondant.","Institut de statistique de l'UNESCO",
"SE.SEC.ENRL.VO.FE.ZS","Éducation secondaire, élèves en filiale professionnelle (% de filles)","Pourcentage d'élèves féminines. Total du secondaire. Les programmes techniques/professionnels correspondent au nombre d'élèves féminines inscrites dans des programmes techniques/professionnels d'enseignement secondaire, exprimé en tant que pourcentage du nombre total d'élèves (filles et garçons) inscrits dans des programmes techniques/professionnels au niveau de l'enseignement secondaire au cours d'une année scolaire donnée.","Institut de statistique de l'UNESCO",
"SE.SEC.ENRL.LO.TC.ZS","Ratio élèves/enseignant, premier cycle du secondaire","Lower secondary school pupil-teacher ratio is the average number of pupils per teacher in lower secondary school.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"SE.SEC.ENRL","Éducation secondaire, élèves","Total de scolarisation dans le secondaire. Secteur public et secteur privé. Tous les programmes. Total correspond au nombre total d'élèves inscrits dans des établissements publics et privés d'enseignement du secondaire.","Institut de statistique de l'UNESCO",
"SE.SEC.CUAT.UP.FE.ZS","Niveau d éducation, achèvement du deuxième cycle des études secondaires au minimum, femmes de 25 ans et plus (%)","The percentage of population ages 25 and over that attained or completed upper secondary education.","Institut de statistique de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.SEC.CUAT.LO.ZS","Niveau d éducation, achèvement du premier cycle des études secondaires au minimum, population de 25 ans et plus (%)","The percentage of population ages 25 and over that attained or completed lower secondary education.","Institut de statistique de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.SEC.CMPT.LO.MA.ZS","Taux d’achèvement du premier cycle des études secondaires, garçons (% du groupe d’âge pertinent)","Lower secondary education completion rate is measured as the gross intake ratio to the last grade of lower secondary education (general and pre-vocational). It is calculated as the number of new entrants in the last grade of lower secondary education, regardless of age, divided by the population at the entrance age for the last grade of lower secondary education.","Institut des statistiques de l’Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO).",
"SE.PRM.UNER.MA.ZS","Enfants non scolarisés, garçons (% des garçons d’âge primaire)","Children out of school are the percentage of primary-school-age children who are not enrolled in primary or secondary school. Children in the official primary age group that are in preprimary education should be considered out of school.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"SE.PRM.UNER","Enfants n’allant pas à l’école primaire","Enfants en âge de fréquenter l'école primaire qui ne sont pas scolarisés Total correspond au nombre total d'enfants d'âge scolaire du primaire qui ne sont inscrits ni dans des écoles du primaire ni du secondaire.","Institut de statistique de l'UNESCO",
"SE.PRM.TCHR.FE.ZS","Éducation primaire, nombre d’enseignants (% de femmes)","Les institutrices en tant que pourcentage du total du corps d'enseignement primaire comprennent les institutrices à plein temps et à temps partiel.","Source : Institut des statistiques de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.PRM.TCAQ.FE.ZS","Enseignants formés dans l’éducation primaire, femmes (% des enseignantes)","Pourcentage de professeurs formés. Primaire. Femmes correspond au nombre de professeurs femmes qui ont reçu une formation minimum organisée d'enseignant (formation préalable ou en service) nécessaire à l'enseignement au niveau du primaire dans un pays donné et exprimé en pourcentage du nombre total de professeurs femmes dans le primaire.","Institut de statistique de l'UNESCO",
"SE.PRM.PRSL.ZS","Poursuite des études jusqu’à la fin du cycle primaire, total (% de cohorte)","Taux de poursuite des études jusqu'au niveau le plus élevé du primaire. Total correspond au nombre d'enfants inscrits au premier niveau de l'école primaire qui atteindront vraisemblablement le niveau le plus élevé du primaire. L'estimation est calculée en se fondant sur la méthode des cohortes reconstruites qui utilise les données sur la scolarisation et le redoublement sur deux années consécutives.","Institut de statistique de l'UNESCO",
"SE.PRM.PRS5.MA.ZS","Poursuite des études jusqu’au CM2, garçons (% de cohorte)","La poursuite des études jusqu'en CM2 (pourcentage de cohorte atteignant le CM2) est le pourcentage d'enfants inscrits en première année d'école primaire qui atteignent éventuellement le CM2. Cette estimation est basée sur la méthode de cohorte reconstruite.","Source : Institut des statistiques de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
